"label","id","type","author","year","title","journal","abstract","keywords","doi","source","n_duplicates","matches","screened_topics","display","topic","notes","citation","screened_titles"
"ref_579","pop00581","ARTICLE","IV Muradov; EY Sidorova","2018","Formation of an effective corporate governance system for industrial enterprises","… Scientific GeoConference: SGEM","… is a confusion of concepts of corporate governance (corporate governance) and corporate … and functional problems of corporate governance. Corporate governance is the interaction of …","",NA,"Google Scholar",1,579,"selected",TRUE,2,NA,"Formation of an Effective Corporate Governance System for Industrial Enterprises.","excluded"
"ref_580","pop00582","ARTICLE","M Safiullah; A Shamsuddin","2018","Risk in Islamic banking and corporate governance","Pacific-Basin Finance Journal","We examine the differences in risk between Islamic and conventional banks with specific attention to the role of Shariah supervisory board (SSB) composition on risk in Islamic banks. …","",NA,"Google Scholar",1,580,"selected",TRUE,2,NA,"Risk in Islamic Banking and Corporate Governance.","excluded"
"ref_581","pop00583","ARTICLE","Z Mahmood; R Kouser; W Ali; Z Ahmad; T Salman","2018","Does corporate governance affect sustainability disclosure? A mixed methods study","Sustainability","… different elements of corporate governance and sustainability … of corporate governance elements on the different dimensions of corporate sustainability reporting. Corporate governance …","",NA,"Google Scholar",1,581,"selected",TRUE,1,NA,"Does Corporate Governance Affect Sustainability Disclosure? a Mixed Methods Study.","selected"
"ref_582","pop00584","ARTICLE","RC Bird; SK Park","2018","Organic Corporate Governance","BCL Rev.","A publicly-held corporation maintains a system of governance through separation of ownership and control of the firm. Under this framework, corporations attract capital and repatriate …","",NA,"Google Scholar",1,582,"selected",TRUE,2,NA,"Organic Corporate Governance.","excluded"
"ref_583","pop00585","ARTICLE","H Grove; M Clouse; ...","2018","Digitalization impacts on corporate governance","Journal of governance …","For improved corporate governance in this age of digitalization, the Board of Directors could investigate key operating performance indicators or KPIs for competitive advantages with …","",NA,"Google Scholar",1,583,"selected",TRUE,4,NA,"Digitalization Impacts on Corporate Governance.","excluded"
"ref_584","pop00586","ARTICLE","B Al-Gamrh; KNI Ku Ismail; R Al-Dhamari","2018","The role of corporate governance strength in crisis and non-crisis times","Applied economics","… corporate governance practices of listed firms in the United Arab Emirates and investigates whether corporate governance … The study constructs a corporate governance index not only …","","10.1080/00036846.2018.1489513","Google Scholar",1,584,"selected",TRUE,2,NA,"The Role of Corporate Governance Strength in Crisis and Non-Crisis Times.","excluded"
"ref_585","pop00587","ARTICLE","I Muda; W Maulana; H Sakti Siregar; N Indra","2018","The analysis of effects of good corporate governance on earnings management in Indonesia with panel data approach","Iranian Economic Review","… the low quality of good corporate governance practices in our … of Good Corporate Governance implementation in a company … of Good Corporate Governance implementation, especially …","",NA,"Google Scholar",1,585,"selected",TRUE,1,NA,"The Analysis of Effects of Good Corporate Governance on Earnings Management in Indonesia with Panel Data Approach.","excluded"
"ref_586","pop00588","ARTICLE","F Nakpodia; E Adegbite; K Amaeshi; ...","2018","Neither principles nor rules: Making corporate governance work in Sub-Saharan Africa","Journal of Business Ethics","… corporate governance regulation in different institutional contexts and help augment the nascent literature on corporate governance in … literature on corporate governance regulation to …","","10.1007/s10551-016-3208-5","Google Scholar",1,586,"selected",TRUE,2,NA,"Neither Principles nor Rules: Making Corporate Governance Work in Sub-Saharan Africa.","excluded"
"ref_587","pop00589","ARTICLE","MY Veselovsky; MA Izmailov; AV Bogoviz; SV Lobova; ...","2018","Innovative solutions for improving the quality of corporate governance in Russian companies","Calitatea","… of an independent quality evaluation of corporate governance, focusing on … Corporate Governance Code of 2014. Then the article addresses the main aspects of corporate governance …","",NA,"Google Scholar",1,587,"selected",TRUE,2,NA,"Innovative Solutions for Improving the Quality of Corporate Governance in Russian Companies.","excluded"
"ref_588","pop00590","ARTICLE","E Sahar; N Zulkifli; Z Zakaria","2018","Corporate governance integration with sustainability: a systematic literature review","Corporate Governance: The …","Purpose The purpose of this paper is to systematically review the literature on corporate governance and sustainability integration in identifying the main rigidity, infirmity and gaps in the …","","10.1108/CG-03-2018-0111","Google Scholar",1,588,"selected",TRUE,3,NA,"Corporate Governance Integration with Sustainability: a Systematic Literature Review.","excluded"
"ref_589","pop00591","ARTICLE","WY Oh; YK Chang; TY Kim","2018","Complementary or substitutive effects? Corporate governance mechanisms and corporate social responsibility","Journal of Management","… and practice in both the corporate governance and the CSR … of how corporate governance mechanisms should be … citizen by designing corporate governance practices effectively. In …","","10.1177/0149206316653804","Google Scholar",1,589,"selected",TRUE,2,NA,"Complementary or Substitutive Effects? Corporate Governance Mechanisms and Corporate Social Responsibility.","excluded"
"ref_590","pop00592","ARTICLE","B Aktan; S Turen; M Tvaronavi� ienė; ...","2018","Corporate governance and performance of the financial firms in Bahrain","Polish Journal of …","The aim of this paper is to explore the relationship between corporate governance and performance of the financial firms in the Kingdom of Bahrain. The study uses annual data of all …","",NA,"Google Scholar",1,590,"selected",TRUE,1,NA,"Corporate Governance and Performance of the Financial Firms in Bahrain.","excluded"
"ref_591","pop00593","ARTICLE","E McGaughey","2018","Democracy in America at work: the history of labor's vote in corporate governance","Seattle UL Rev.","Can there be democracy in America at work? The historical division between democracy in politics and hierarchy in the economy is under strain. Hierarchical interests in the economy …","",NA,"Google Scholar",1,591,"selected",TRUE,2,NA,"Democracy in America at Work: The History of Labor's Vote in Corporate Governance.","excluded"
"ref_592","pop00594","ARTICLE","A Rashid","2018","The influence of corporate governance practices on corporate social responsibility reporting","Social Responsibility Journal","… The finding of this study is that corporate governance practices do not have any influence on … that CSR disclosure by firms is not responsive to new corporate governance regulations. …","","10.1108/SRJ-05-2016-0080","Google Scholar",1,592,"selected",TRUE,2,NA,"The Influence of Corporate Governance Practices on Corporate Social Responsibility Reporting.","excluded"
"ref_593","pop00595","ARTICLE","SM Adnan; D Hay; CJ van Staden","2018","The influence of culture and corporate governance on corporate social responsibility disclosure: A cross country analysis","Journal of Cleaner Production","… corporate governance on corporate social responsibility reporting and the extent to which corporate governance has … reporting is enhanced by corporate governance in the form of social …","",NA,"Google Scholar",1,593,"selected",TRUE,3,NA,"The Influence of Culture and Corporate Governance on Corporate Social Responsibility Disclosure: a Cross Country Analysis.","selected"
"ref_594","pop00596","ARTICLE","MY Veselovsky; MA IZMAILAOVA; ...","2018","System approach to achieving new quality of corporate governance in the context of innovation development.","Quality-Access to …","… models of corporate governance is made. Distinctive features of corporate governance in … on the improvement of the corporate governance quality and business efficiency are shown. …","",NA,"Google Scholar",1,594,"selected",TRUE,1,NA,"System Approach to Achieving New Quality of Corporate Governance in the Context of Innovation Development.","excluded"
"ref_595","pop00597","ARTICLE","H Grove; M Clouse","2018","Focusing on sustainability to strengthen corporate governance","Corporate Governance and …","This paper provides a summary of current sustainability issues and trends, primarily from an application perspective, which contributes to the state of the art of scholarly literature with …","",NA,"Google Scholar",1,595,"selected",TRUE,1,NA,"Focusing on Sustainability to Strengthen Corporate Governance.","excluded"
"ref_596","pop00598","ARTICLE","KU Bhat; Y Chen; K Jebran; NA Bhutto","2018","Corporate governance and firm value: a comparative analysis of state and non-state owned companies in the context of Pakistan","Corporate Governance: The …","… The purpose of this paper is to examine how corporate governance instruments impact firm … and examines whether the influence of corporate governance on firm value varies across …","","10.1108/CG-09-2017-0208","Google Scholar",1,596,"selected",TRUE,1,NA,"Corporate Governance and Firm Value: a Comparative Analysis of State and Non-State Owned Companies in the Context of Pakistan.","excluded"
"ref_597","pop00599","ARTICLE","R Pillai; HAN Al-Malkawi","2018","On the relationship between corporate governance and firm performance: Evidence from GCC countries","Research in International Business and Finance","… shift in ensuring better surveillance and robust corporate governance. This study examines the impact of internal mechanisms of corporate governance (CG) on firm performance (FP) in …","",NA,"Google Scholar",1,597,"selected",TRUE,1,NA,"On the Relationship Between Corporate Governance and Firm Performance: Evidence from Gcc Countries.","excluded"
"ref_598","pop00600","ARTICLE","R Kieschnick; R Moussawi","2018","Firm age, corporate governance, and capital structure choices","Journal of Corporate Finance","Do the effects of corporate governance on corporate capital structure choices change as a public firm ages? First, we address the direct effects of firm age and governance features on …","",NA,"Google Scholar",1,598,"selected",TRUE,1,NA,"Firm Age, Corporate Governance, and Capital Structure Choices.","excluded"
"ref_599","pop00601","BOOK","C Driver; G Thompson","2018","Corporate governance in contention",NA,"Corporate governance is a complex idea that is often inappropriately simplified as a cookbook of recommended measures to improve financial performance. Meta studies of published …","",NA,"Google Scholar",1,599,"selected",TRUE,4,NA,"Corporate Governance in Contention.","excluded"
"ref_600","pop00602","ARTICLE","VL Crisóstomo; I de Freitas Brandão","2018","The ultimate controlling owner and corporate governance in Brazil","Corporate Governance: The …","Purpose High ownership concentration makes controlling blockholders powerful enough to use private benefits of control and able to shape the corporate governance system to favor …","","10.1108/CG-01-2018-0043","Google Scholar",1,600,"selected",TRUE,4,NA,"The Ultimate Controlling Owner and Corporate Governance in Brazil.","selected"
"ref_601","pop00603","ARTICLE","MF Sheikh; SZA Shah; S Akbar","2018","Firm performance, corporate governance and executive compensation in Pakistan","Applied economics","… has become mandatory requirement in the revised Code of corporate governance in Pakistan. Overall, we highlight that corporate governance variables do not seem to influence CEO …","","10.1080/00036846.2017.1386277","Google Scholar",1,601,"selected",TRUE,1,NA,"Firm Performance, Corporate Governance and Executive Compensation in Pakistan.","excluded"
"ref_602","pop00604","ARTICLE","S Suhadak; K Kurniaty; SR Handayani; ...","2018","Stock return and financial performance as moderation variable in influence of good corporate governance towards corporate value","Asian Journal of …","… The purpose of this paper is to evaluate how much influence good corporate governance (GCG) has on corporate value, as well as moderating effect of stock return and financial …","","10.1108/AJAR-07-2018-0021","Google Scholar",1,602,"selected",TRUE,3,NA,"Stock Return and Financial Performance as Moderation Variable in Influence of Good Corporate Governance Towards Corporate Value.","excluded"
"ref_603","pop00605","ARTICLE","A Rudyanto; SV Siregar","2018","The effect of stakeholder pressure and corporate governance on the sustainability report quality","International Journal of Ethics and Systems","Purpose The purpose of this study is to examine the effects of stakeholder pressure and corporate governance on the quality of sustainability report. This study uses environment, …","","10.1108/IJOES-05-2017-0071","Google Scholar",1,603,"selected",TRUE,3,NA,"The Effect of Stakeholder Pressure and Corporate Governance on the Sustainability Report Quality.","excluded"
"ref_604","pop00606","ARTICLE","W Mansour; MI Bhatti","2018","The new paradigm of Islamic corporate governance","Managerial Finance","Purpose The purpose of this paper is to examine the new paradigm of Islamic corporate governance (ICG) in an emerging area of Islamic finance. Design/methodology/approach The …","","10.1108/MF-01-2018-0043","Google Scholar",1,604,"selected",TRUE,2,NA,"The New Paradigm of Islamic Corporate Governance.","excluded"
"ref_605","pop00607","ARTICLE","IF Awolowo; N Garrow; MC Clark; ...","2018","Accounting scandals: Beyond corporate governance","… Corporate Governance …","… targeted towards effective corporate governance, accounting … times was targeted at corporate governance, forgetting the … financial reporting process and corporate governance. In this …","",NA,"Google Scholar",1,605,"selected",TRUE,4,NA,"Accounting Scandals: Beyond Corporate Governance.","excluded"
"ref_606","pop00608","ARTICLE","CS Yee; NS Sapiei; M Abdullah","2018","Tax avoidance, corporate governance and firm value in the digital era","Journal of Accounting and …","… varies with different level of corporate governance. While a stream of emerging literature of corporate governance finds that better quality of corporate governance is positively related to …","",NA,"Google Scholar",1,606,"selected",TRUE,3,NA,"Tax Avoidance, Corporate Governance and Firm Value in the Digital Era.","excluded"
"ref_607","pop00609","ARTICLE","M Mahrani; N Soewarno","2018","The effect of good corporate governance mechanism and corporate social responsibility on financial performance with earnings management as mediating variable","Asian Journal of Accounting Research","… The purpose of this paper is to determine the direct influence of the mechanism of good corporate governance (GCG) and corporate social responsibility (CSR) on financial performance …","","10.1108/AJAR-06-2018-0008","Google Scholar",1,607,"selected",TRUE,3,NA,"The Effect of Good Corporate Governance Mechanism and Corporate Social Responsibility on Financial Performance with Earnings Management as Mediating Variable.","excluded"
"ref_608","pop00610","ARTICLE","M Kılıç; C Kuzey","2018","The effect of corporate governance on carbon emission disclosures: Evidence from Turkey","International Journal of Climate Change Strategies …","Purpose The purpose of this study is to investigate whether corporate governance characteristics impact the voluntary disclosure of carbon emissions. Design/methodology/approach …","","10.1108/IJCCSM-07-2017-0144","Google Scholar",1,608,"selected",TRUE,2,NA,"The Effect of Corporate Governance on Carbon Emission Disclosures: Evidence from Turkey.","selected"
"ref_609","pop00611","ARTICLE","AG Koutoupis; E Pappa","2018","Corporate governance and internal controls: a case study from Greece","Journal of governance \&regulation","The objective of this paper is twofold. Firstly, it portrays and evaluates the existing corporate governance structure and secondly, highlights its connection with internal audit function and …","",NA,"Google Scholar",1,609,"selected",TRUE,2,NA,"Corporate Governance and Internal Controls: a Case Study from Greece.","selected"
"ref_610","pop00612","ARTICLE","DM Salvioni; S Franzoni; F Gennari; ...","2018","Convergence in corporate governance systems and sustainability culture","International Journal of …","The aim of this paper is to encourage a debate about the effective adoption of a sustainability approach by companies’ boards, being a substantial factor of convergence between …","",NA,"Google Scholar",1,610,"selected",TRUE,1,NA,"Convergence in Corporate Governance Systems and Sustainability Culture.","excluded"
"ref_611","pop00613","ARTICLE","Z Mardnly; S Mouselli; R Abdulraouf","2018","Corporate governance and firm performance: an empirical evidence from Syria","International Journal of Islamic …","Purpose This study aims to examine the impact of aggregate and individual corporate governance provisions on firm performance on all firms listed at Damascus Securities Exchange (…","","10.1108/IMEFM-05-2017-0107","Google Scholar",1,611,"selected",TRUE,1,NA,"Corporate Governance and Firm Performance: An Empirical Evidence from Syria.","excluded"
"ref_612","pop00614","ARTICLE","J Oehmichen","2018","East meets west—Corporate governance in Asian emerging markets: A literature review and research agenda","International Business Review","… of corporate governance actors beyond agency cost reduction. Hence, this study proposes how to extend principles of agency theory in corporate governance … to corporate governance …","",NA,"Google Scholar",1,612,"selected",TRUE,4,NA,"East Meets West—corporate Governance in Asian Emerging Markets: a Literature Review and Research Agenda.","excluded"
"ref_613","pop00615","ARTICLE","T Ong; HG Djajadikerta","2018","Corporate governance and sustainability reporting in the Australian resources industry: An empirical analysis","Social Responsibility Journal","… the impact of corporate governance on sustainability … corporate governance mechanism. The ACGC sets out principles and recommendations, which related to corporate governance for …","","10.1108/SRJ-06-2018-0135","Google Scholar",1,613,"selected",TRUE,2,NA,"Corporate Governance and Sustainability Reporting in the Australian Resources Industry: An Empirical Analysis.","excluded"
"ref_614","pop00616","ARTICLE","SM Bae; MAK Masud; JD Kim","2018","A cross-country investigation of corporate governance and corporate sustainability disclosure: A signaling theory perspective","Sustainability","… There is a dearth of research on corporate governance and … Asian countries’ corporate governance elements and total … Therefore, we conclude that corporate governance elements …","",NA,"Google Scholar",1,614,"selected",TRUE,2,NA,"a Cross-Country Investigation of Corporate Governance and Corporate Sustainability Disclosure: a Signaling Theory Perspective.","selected"
"ref_615","pop00617","ARTICLE","L Shao","2018","Dynamic study of corporate governance structure and firm performance in China: Evidence from 2001-2015","Chinese Management Studies","Purpose The paper aims to provide a comprehensive investigation of the relationship between corporate governance (CG) structure and firm performance in Chinese listed firms from …","","10.1108/CMS-08-2017-0217","Google Scholar",1,615,"selected",TRUE,1,NA,"Dynamic Study of Corporate Governance Structure and Firm Performance in China: Evidence from 2001-2015.","excluded"
"ref_616","pop00618","ARTICLE","A Kostyuk; Y Mozghovyi; D Govorun","2018","Corporate governance, ownership and control: A review of recent scholarly research","… ). Corporate governance …","… of corporate governance topics in corporate ownership and control toward corporate governance … Currently, corporate governance research follows two major routs: classical empirical …","",NA,"Google Scholar",1,616,"selected",TRUE,4,NA,"Corporate Governance, Ownership and Control: a Review of Recent Scholarly Research.","excluded"
"ref_617","pop00619","ARTICLE","JE Tulung; I Saerang; S Pandia","2018","The influence of corporate governance on the intellectual capital disclosure: a study on Indonesian private banks","Banks and Bank Systems","The release of bank’s intellectual capital is one of the important elements of bank’s annual reports. Although it is not presented adequately in the annual reports, voluntary disclosure of …","",NA,"Google Scholar",1,617,"selected",TRUE,1,NA,"The Influence of Corporate Governance on the Intellectual Capital Disclosure: a Study on Indonesian Private Banks.","excluded"
"ref_618","pop00620","ARTICLE","B Al-Najjar","2018","Corporate governance and audit features: SMEs evidence","Journal of Small Business and Enterprise Development","Purpose The purpose of this paper is to investigate the effect of corporate governance factors on audit features, namely, audit fees and the selection of Big 4 audit firms within the UK …","","10.1108/JSBED-08-2017-0243","Google Scholar",1,618,"selected",TRUE,2,NA,"Corporate Governance and Audit Features: Smes Evidence.","excluded"
"ref_619","pop00621","ARTICLE","J Elsayih; Q Tang; YC Lan","2018","Corporate governance and carbon transparency: Australian experience","Accounting Research Journal","Purpose The purpose of this paper is to explore the association between corporate governance (CG) mechanisms and the extensiveness of carbon disclosure. Design/methodology/…","","10.1108/ARJ-12-2015-0153","Google Scholar",1,619,"selected",TRUE,2,NA,"Corporate Governance and Carbon Transparency: Australian Experience.","selected"
"ref_620","pop00622","ARTICLE","AB Báez; AJ Báez-García; F Flores-Muñoz; ...","2018","Gender diversity, corporate governance and firm behavior: The challenge of emotional management","European Research on …","… gender diversity in corporate governance and its … corporate governance data provided by Reuters.com, were used for the period ending 2017. Additional data on corporate governance …","",NA,"Google Scholar",1,620,"selected",TRUE,4,NA,"Gender Diversity, Corporate Governance and Firm Behavior: The Challenge of Emotional Management.","selected"
"ref_621","pop00623","ARTICLE","J Schymik","2018","Globalization and the evolution of corporate governance","European Economic Review","… corporate governance investments in industry equilibrium with monopolistic competition. Firms can use investments into better corporate governance … of corporate governance can mute …","",NA,"Google Scholar",1,621,"selected",TRUE,4,NA,"Globalization and the Evolution of Corporate Governance.","excluded"
"ref_622","pop00624","ARTICLE","Y Ramírez; �  Tejada","2018","Corporate governance of universities: improving transparency and accountability","International Journal of Disclosure and Governance","… of information on corporate governance processes as an … structure and mechanism of corporate governance. To meet this … information on aspects of corporate governance, which would …","","10.1057/s41310-018-0034-2","Google Scholar",1,622,"selected",TRUE,4,NA,"Corporate Governance of Universities: Improving Transparency and Accountability.","excluded"
"ref_623","pop00625","ARTICLE","B Alareeni","2018","Does corporate governance influence earnings management in listed companies in Bahrain bourse?","Journal of Asia Business Studies","… on the relationship between corporate governance characteristics and EM in companies listed on Bahrain Bourse. Thus, this study enriches the corporate governance and EM literature …","","10.1108/JABS-06-2017-0082","Google Scholar",1,623,"selected",TRUE,4,NA,"Does Corporate Governance Influence Earnings Management in Listed Companies in Bahrain Bourse?","excluded"
"ref_624","pop00626","ARTICLE","Z Saidat; M Silva; C Seaman","2018","The relationship between corporate governance and financial performance: Evidence from Jordanian family and nonfamily firms","Journal of Family Business …","… of corporate governance on … corporate governance have an impact on the financial performance of companies in Jordan? This paper investigates the effect of corporate governance on …","","10.1108/JFBM-11-2017-0036","Google Scholar",1,624,"selected",TRUE,1,NA,"The Relationship Between Corporate Governance and Financial Performance: Evidence from Jordanian Family and Nonfamily Firms.","excluded"
"ref_625","pop00627","ARTICLE","MM Alfraih","2018","The role of corporate governance in intellectual capital disclosure","International Journal of Ethics and Systems","Purpose This paper aims to examine the influence of corporate governance mechanisms on the extent of intellectual capital (IC) disclosure among companies listed on the Kuwait Stock …","","10.1108/IJOES-02-2017-0026","Google Scholar",1,625,"selected",TRUE,1,NA,"The Role of Corporate Governance in Intellectual Capital Disclosure.","excluded"
"ref_626","pop00628","ARTICLE","H Sakawa; N Watanabel","2018","Family control and ownership monitoring in Stakeholder-oriented corporate governance","Management Decision","… controlled firms in a transitional era of corporate governance. Second, we aim to … corporate governance dynamics affect family controlled firms in Japan. Japanese corporate governance …","","10.1108/MD-04-2018-0480","Google Scholar",1,626,"selected",TRUE,1,NA,"Family Control and Ownership Monitoring in Stakeholder-Oriented Corporate Governance.","excluded"
"ref_627","pop00629","ARTICLE","V Cunha; LL Rodrigues","2018","Determinants of structure of corporate governance disclosure in Portugal","Revista Brasileira de Gestão de Negócios","… Considering the relevance and timeliness of corporate governance, this study aims to analyse the determinants of the level of corporate governance disclosure (CGD) by Portuguese …","",NA,"Google Scholar",1,627,"selected",TRUE,1,NA,"Determinants of Structure of Corporate Governance Disclosure in Portugal.","selected"
"ref_628","pop00630","ARTICLE","AM Andrieș; B Căpraru; S Nistor","2018","Corporate governance and efficiency in banking: evidence from emerging economies","Applied Economics","This article investigates the impact of corporate governance on bank efficiency across a sample of 139 commercial banks from 17 countries of Central and Eastern Europe during the …","","10.1080/00036846.2018.1436144","Google Scholar",1,628,"selected",TRUE,2,NA,"Corporate Governance and Efficiency in Banking: Evidence from Emerging Economies.","excluded"
"ref_629","pop00631","ARTICLE","S Bose; HZ Khan; A Rashid; S Islam","2018","What drives green banking disclosure? An institutional and corporate governance perspective","Asia Pacific Journal of Management","We examine the influence of regulatory guidance and other factors on the green banking disclosure practices of Bangladeshi commercial banks in the period from 2007 to 2014. We find …","","10.1007/s10490-017-9528-x","Google Scholar",1,629,"selected",TRUE,4,NA,"What Drives Green Banking Disclosure? an Institutional and Corporate Governance Perspective.","excluded"
"ref_630","pop00632","ARTICLE","M Brychko; A Semenog","2018","Efficiency as a new ideology of trust-building corporate governance","Business and Economic Horizons …","… the practice of corporate governance. This paper seeks to examine the mainstream theories of corporate governance in an attempt to suggest that efficient corporate governance has no …","",NA,"Google Scholar",1,630,"selected",TRUE,2,NA,"Efficiency as a New Ideology of Trust-Building Corporate Governance.","excluded"
"ref_631","pop00633","ARTICLE","A Aboud; A Diab","2018","The impact of social, environmental and corporate governance disclosures on firm value: Evidence from Egypt","Journal of Accounting in Emerging Economies","Purpose The purpose of this paper is to examine the impact of environmental, social, and governance (ESG) practices disclosure and firm value in the Egyptian context. This is done …","","10.1108/JAEE-08-2017-0079","Google Scholar",1,631,"selected",TRUE,1,NA,"The Impact of Social, Environmental and Corporate Governance Disclosures on Firm Value: Evidence from Egypt.","selected"
"ref_632","pop00634","ARTICLE","A Mohan; S Chandramohan","2018","Impact of corporate governance on firm performance: Empirical evidence from India","… of Research in Humanities, Arts and …","… guidelines for corporate governance, which address a myriad corporate governance issues. … best practices on corporate governance and to make corporate governance norms more …","",NA,"Google Scholar",1,632,"selected",TRUE,1,NA,"Impact of Corporate Governance on Firm Performance: Empirical Evidence from India.","excluded"
"ref_633","pop00635","ARTICLE","IM García� Sánchez; ...","2018","Do talented managers invest more efficiently? The moderating role of corporate governance mechanisms","Corporate Governance …","Manuscript type Empirical Research question/issue The main objective of this paper is to examine the influence of managerial ability on investment efficiency. Using a sample of 2185 …","","10.1111/corg.12233","Google Scholar",1,633,"selected",TRUE,1,NA,"Do Talented Managers Invest more Efficiently? the Moderating Role of Corporate Governance Mechanisms.","excluded"
"ref_634","pop00636","ARTICLE","O Bayar; F Huseynov; S Sardarli","2018","Corporate governance, Tax avoidance, and financial constraints","Financial Management","… We examine how corporate governance affects the relationship between corporate tax avoidance … We examine how corporate governance affects the relationship between a firm's tax …","","10.1111/fima.12208","Google Scholar",1,634,"selected",TRUE,3,NA,"Corporate Governance, Tax Avoidance, and Financial Constraints.","excluded"
"ref_635","pop00637","ARTICLE","MA Nasr; CG Ntim","2018","Corporate governance mechanisms and accounting conservatism: evidence from Egypt","Corporate Governance: The International Journal …","Purpose The purpose of this paper is to investigate the effect of corporate governance (CG) mechanisms (board size, board independence, separation of chairman and chief executive …","","10.1108/CG-05-2017-0108","Google Scholar",1,635,"selected",TRUE,2,NA,"Corporate Governance Mechanisms and Accounting Conservatism: Evidence from Egypt.","excluded"
"ref_636","pop00638","ARTICLE","A Arora; S Bodhanwala","2018","Relationship between corporate governance index and firm performance: Indian evidence","Global Business Review","The Indian corporate governance norms have been evolving over a period of time but limited number of studies have been undertaken with reference to corporate governance index (…","","10.1177/0972150917713812","Google Scholar",1,636,"selected",TRUE,1,NA,"Relationship Between Corporate Governance Index and Firm Performance: Indian Evidence.","excluded"
"ref_637","pop00639","ARTICLE","H Ajili; A Bouri","2018","Corporate governance quality of Islamic banks: measurement and effect on financial performance","International Journal of Islamic and middle eastern …","Purpose This paper aims to assess the measurement of the Corporate Governance (CG) quality of Islamic Banks (IBs) and its effect on financial performance. Design/methodology/…","","10.1108/IMEFM-05-2017-0131","Google Scholar",1,637,"selected",TRUE,3,NA,"Corporate Governance Quality of Islamic Banks: Measurement and Effect on Financial Performance.","excluded"
"ref_638","pop00640","ARTICLE","AA Elamer; A AlHares; CG Ntim; ...","2018","The corporate governance–risk-taking nexus: evidence from insurance companies","International Journal of …","… corporate governance literature and creates significant evidence regarding the role of corporate governance … This study examines the impact of internal corporate governance (CG) …","","10.1108/IJOES-07-2018-0103","Google Scholar",1,638,"selected",TRUE,2,NA,"The Corporate Governance–risk-Taking Nexus: Evidence from Insurance Companies.","excluded"
"ref_639","pop00641","ARTICLE","CG Ntim","2018","Defining corporate governance: Shareholder versus stakeholder models","Ntim, CG (2018). Defining Corporate Governance …","… corporate governance goes beyond the immediate internal corporate structures to include external corporate governance … above, internal corporate governance structures may include …","",NA,"Google Scholar",1,639,"selected",TRUE,4,NA,"Defining Corporate Governance: Shareholder Versus Stakeholder Models.","excluded"
"ref_640","pop00642","ARTICLE","JG Vargas-Hernández; ...","2018","Corporate governance and agency theory: Megacable case","Corporate Governance …","The objective of this research is to determine the importance of the implementation of a corporate governance system in the Mexican company Megacable in its development, from the …","",NA,"Google Scholar",1,640,"selected",TRUE,4,NA,"Corporate Governance and Agency Theory: Megacable Case.","excluded"
"ref_641","pop00643","ARTICLE","M Masud; A Kaium; M Nurunnabi; SM Bae","2018","The effects of corporate governance on environmental sustainability reporting: Empirical evidence from South Asian countries","Asian Journal of Sustainability …","Comparatively less research has examined the effect of corporate governance (CG) elements on environmental sustainability reporting performance (ESRP) in South Asian (SA) …","","10.1186/s41180-018-0019-x","Google Scholar",1,641,"selected",TRUE,4,NA,"The Effects of Corporate Governance on Environmental Sustainability Reporting: Empirical Evidence from South Asian Countries.","selected"
"ref_642","pop00644","ARTICLE","J Schäuble","2018","The impact of external and internal corporate governance mechanisms on agency costs","Corporate Governance: The International Journal of …","Purpose The purpose of this paper is to investigate the impact of external and internal corporate governance mechanisms on agency costs. Design/methodology/approach The author …","","10.1108/CG-02-2018-0053","Google Scholar",1,642,"selected",TRUE,2,NA,"The Impact of External and Internal Corporate Governance Mechanisms on Agency Costs.","excluded"
"ref_643","pop00645","ARTICLE","MH Mgammal; B Bardai; KNIK Ismail","2018","Corporate governance and tax disclosure phenomenon in the Malaysian listed companies","Corporate Governance: The …","Purpose This paper aims to examine the impact of corporate governance internal mechanisms on tax disclosure in non-financial firms in Malaysia. Managerial ownership and incentive …","","10.1108/CG-08-2017-0202","Google Scholar",1,643,"selected",TRUE,1,NA,"Corporate Governance and Tax Disclosure Phenomenon in the Malaysian Listed Companies.","excluded"
"ref_644","pop00646","ARTICLE","A AlQadasi; S Abidin","2018","The effectiveness of internal corporate governance and audit quality: the role of ownership concentration–Malaysian evidence","Corporate Governance: The International …","… This paper also enriches the corporate governance and … the association between corporate governance and audit quality. … effectiveness of internal corporate governance on the demand …","","10.1108/CG-02-2017-0043","Google Scholar",1,644,"selected",TRUE,2,NA,"The Effectiveness of Internal Corporate Governance and Audit Quality: The Role of Ownership Concentration–malaysian Evidence.","excluded"
"ref_645","pop00647","ARTICLE","PH Widiatmika; GS Darma","2018","Good Corporate Governance, Job Motivation, Organization Culture Which Impact Company Financial Performance","Jurnal Manajemen Bisnis","… This purpose of the study is to analyze the effect of transparency,accountability, responsibility,independency,fairness, work motivation, organization cultureand good …","",NA,"Google Scholar",1,645,"selected",TRUE,3,NA,"Good Corporate Governance, Job Motivation, Organization Culture which Impact Company Financial Performance.","excluded"
"ref_646","pop00648","ARTICLE","F Akram; M Abrar-ul-Haq; S Raza","2018","A role a corporate governance and firm's environmental performance: A moderating role of institutional regulations","International Journal of …","… the impact of corporate governance on environmental … regulations on the relationship of corporate governance and firms’ … The results indicate that the attributes of corporate governance …","",NA,"Google Scholar",1,646,"selected",TRUE,1,NA,"a Role a Corporate Governance and Firm's Environmental Performance: a Moderating Role of Institutional Regulations.","excluded"
